location_id,is_verified,is_hidden,is_location_screening_patients,is_location_collecting_specimens,location_name,location_address_street,location_address_locality,location_address_region,location_address_postal_code,lat,lng,location_place_of_service_type,location_contact_phone_main,location_contact_url_main,location_hours_of_operation,is_location_accepting_third_party_orders_for_testing,is_location_only_testing_patients_that_meet_criteria,is_location_by_appointment_only,location_contact_phone_appointments,location_contact_url_appointments,location_specific_testing_criteria,additional_information_for_patients,data_source,is_ready_for_prod,location_address_district,geometry
28e81b55-bdbb-42a9-9e6a-f2cd71e5fe68,t,f,t,f,SSM Health St. Mary's Hospital - Jefferson City,2505 Mission Drive,Jefferson City,MO,65109.0,38.55839520000001,-92.221517,Public Health Department,573-681-3000,https://www.ssmhealth.com/locations/st-marys-hospital-jefferson-city,,f,t,f,,,,,dph website,,,POINT (-92.221517 38.5583952)
68d1cb8b-a439-4429-a9e6-2e2e4de25e8f,f,t,t,t,Marietta City Health Department,304 Putnam Street,Marietta,Ohio,,39.416484999999994,-81.45281999999999,Urgent Care,740-373-0611,http://www.mariettaoh.net/government/health/,Call ahead,f,t,t,,https://my.clevelandclinic.org/landing/preparing-for-coronavirus,https://my.clevelandclinic.org/landing/preparing-for-coronavirus#testing-tab,Please Note: A Cleveland Clinic electronic provider’s order is required for COVID-19 testing.,provider website,,,POINT (-81.45282 39.416485)
6f29edc0-4d6e-428f-9c1d-992a4e4a96d9,f,f,t,f,Wayne County Department Health,20701 Wohlfeil Street,Taylor,Michigan,,42.247177,-83.24039,Public Health Department,313-724-6658,,,,,,,,,,provider website,,,POINT (-83.24039 42.247177)
f8535c16-9d42-4997-bf38-5cfb9c3530e0,t,f,f,f,Nueces County Health Department,201 Corn Products Road,Corpus Christi,TX,,27.788486,-97.48608,Public Health Department,361-289-1494,,"7:00 a.m. – 8:00 p.m., 7 days per week",t,t,f,,,,People can get tested for COVID‑19 at drive‑thru locations in certain parts of Texas. Locations may use different screening criteria to determine if you are able get tested. Please contact the drive‑thru provider to see what their testing criteria is. We will update the drive‑thru testing list as information becomes available,dph website,,,POINT (-97.48608 27.788486)
c8d95e49-2998-4377-a3f9-6f0612f76756,t,f,f,f,PhysicianOne - Mohegan Lake,Cortlandt Town Center,Mohegan Lake,NY,10547.0,41.3108505,-73.8477874,Public Health Department,833-275-9644,https://www.ynhhs.org/patient-care/urgent-care.aspx,,f,t,f,833-275-9644,,,Please note review the latest information here: https://coronavirus.health.ny.gov/home,provider website,,,POINT (-73.8477874 41.3108505)
7ad4d37e-df72-4633-a0ba-e0ffbb339941,f,f,t,f,Newton County Health Department,500 Decatur Street,Newton,Mississippi,,32.324795,-89.159035,Public Health Department,601-683-3331,,,,,,,,,,provider website,,,POINT (-89.159035 32.324795)
51c0b563-538c-4a01-8275-4b37b936791b,t,f,t,t,Sullivan County Memorial Hospital,630 W 3rd St,Milan,MO,63556.0,40.20188338,-93.13316021,Urgent Care,(660) 265-4212,,,f,t,t,,,,"We’ve created a screening questionnaire based on CDC guidelines to help you determine the most appropriate level of care for you. If it is determined you need a Virtual Visit, this will be offered free of charge. Thank you for your patience as we are handling an extremely high volume of virtual evaluations at this time",entity website,,,POINT (-93.13316021 40.20188338)
3cd6fe94-83eb-43c2-b4cb-5165c28c122e,f,f,t,f,Hawkins County Health Department,247 Silver Lake Road,Church Hill,Tennessee,,36.5269,-82.687256,Public Health Department,423-357-5341,,,,,,,,,,provider website,,,POINT (-82.687256 36.5269)
ca74f8cd-d324-4bec-b714-c6fcc9fa9e37,t,t,t,t,Verona Township Health Department,25 Grove Avenue,Verona,NJ,,40.83398,-74.24785,Public Health Department,973-857-4800,,7a-11p,f,t,t,,,FALSE,We encourage you to read through the FAQ section of the following site: https://covid19.nj.gov/faqs/nj-information/testing-information/where-are-testing-centers-in-new-jersey,dph website,,,POINT (-74.24785 40.83398)
bb8d42dd-c0d4-4849-a790-74011346d244,f,f,t,f,Clark County Health Department,1320 Duncan Avenue,Jeffersonville,Indiana,,38.283054,-85.75029,Public Health Department,812-284-6609,http://www.clarkhealth.net/,,,,,,,,,provider website,,,POINT (-85.75029 38.283054)
f5ae01aa-ec41-4a26-bccf-1a5d7bf9b64e,f,t,f,f,Town of Norton Board of Health,70 East Main Street,Norton,MA,,41.972046,-71.17730999999999,Public Health Department,508-285-0263,http://www.nortonma.org/pages/nortonma_health/index,,,t,t,211,,https://www.mass.gov/doc/covid-19-pui-criteria/download,"BEGINNING Saturday, March 14, 2020, residents can call 2-1-1 to learn more about COVID-19 prevention, symptoms, treatment. Information about testing, and guidance for people planning or returning from travel. This service is available 24/7 in multiple languages.",provider website,,,POINT (-71.17731 41.972046)
47c879a9-a230-4fc1-9111-00600b969635,f,t,f,f,Edgartown Board of Health,70 Main Street,Edgartown,Massachusetts,,41.390064,-70.51461,Public Health Department,508-627-6120,,,,,,211,,https://www.mass.gov/doc/covid-19-pui-criteria/download,"BEGINNING Saturday, March 14, 2020, residents can call 2-1-1 to learn more about COVID-19 prevention, symptoms, treatment. Information about testing, and guidance for people planning or returning from travel. This service is available 24/7 in multiple languages.",provider website,,,POINT (-70.51461 41.390064)
fa152938-58da-42d1-a849-2267fbb4520d,f,t,f,f,Plympton Board of Health,5 Palmer Road,Plympton,MA,,41.95876,-70.82179000000001,Public Health Department,781-585-7000,http://town.plympton.ma.us/building/boh.html,,,t,t,211,,https://www.mass.gov/doc/covid-19-pui-criteria/download,"BEGINNING Saturday, March 14, 2020, residents can call 2-1-1 to learn more about COVID-19 prevention, symptoms, treatment. Information about testing, and guidance for people planning or returning from travel. This service is available 24/7 in multiple languages.",provider website,,,POINT (-70.82179 41.95876)
71f50d1e-bf99-4669-82b2-8b977237a891,t,f,f,f,Emergency Department at CHI St. Luke's Health - Brazosport Hospital,100 Medical Drive,Lake Jackson,TX,77566.0,29.02969669,-95.45242722,Public Health Department,979-297-4411,https://www.chistlukeshealth.org/locations/emergency-department-chi-st-lukes-health-brazosport-hospital,"7:00 a.m. – 8:00 p.m., 7 days per week",t,t,f,,,,People can get tested for COVID‑19 at drive‑thru locations in certain parts of Texas. Locations may use different screening criteria to determine if you are able get tested. Please contact the drive‑thru provider to see what their testing criteria is. We will update the drive‑thru testing list as information becomes available,dph website,,,POINT (-95.45242722 29.02969669)
992fc02b-cc35-4285-8480-24033df9a114,f,f,t,f,Hart County Health Department,Fairground Road,Munfordville,Kentucky,,37.2757396,-85.8894031,Public Health Department,270-524-2511,http://www.hartcounty.ky.gov/departments/health.htm,,,,,,,,,provider website,,,POINT (-85.8894031 37.2757396)
8539bd77-b060-4575-b5ec-b289b2553719,t,f,t,t,Saltzer Health - North Nampa Urgent Care Clinic,9850 W. St. Luke’s Drive,Nampa,ID,83687.0,43.618376500000004,-116.5904037,Urgent Care,,https://saltzerhealth.com/coronavirus/,8am - 8pm daily,f,t,f,208-463-3000,,https://www.cdc.gov/coronavirus/2019-ncov/symptoms-testing/testing.html,,https://www.idahopress.com/coronavirus/saltzer-st-luke-s-saint-al-s-offer-drive-up/article_4800f6e5-b3bc-5b81-8a05-a88d32e67635.html,,,POINT (-116.5904037 43.6183765)
ea2f59cb-a8de-4250-bfdc-204f732823ec,f,f,t,f,Tiffin Health Department,71 South Washington Street,Tiffin,Ohio,,41.11565,-83.17671999999999,Public Health Department,419-435-6673,,,,,,,,,,provider website,,,POINT (-83.17672 41.11565)
e45cbf7e-d186-4f97-9d6b-dc7d91edaa1b,f,f,t,f,Drew County Health Department,778 Scogin Drive,Monticello,Arkansas,,33.610245,-91.814995,Public Health Department,870-367-6234,,,,,,,,,,provider website,,,POINT (-91.814995 33.610245)
b0408b88-0d27-4929-8233-beeaa014263f,f,t,t,f,Holt County Health Department,113 West Nodaway Street,Oregon,MO,,39.98717,-95.14359,Public Health Department,660-446-2909,,,f,t,f,,,,,dph website,,,POINT (-95.14359 39.98717)
cca2259f-0f2d-4d78-9185-2d268f706fa8,f,f,t,f,Health Officer - Granby,8955 Granby Road,Granby,Vermont,,44.570683,-71.75749,Public Health Department,802-328-2191,,,,,,,,,,provider website,,,POINT (-71.75749 44.570683)
8c425314-be40-4e14-9a7e-6f76485e2e44,f,f,t,f,Lincoln-Lancaster County Health Department,3140 N Street,Lincoln,Nebraska,,40.812275,-96.67704,Public Health Department,402-441-8000,http://www.lincoln.ne.gov/city/health,,,,,,,,,provider website,,,POINT (-96.67704 40.812275)
d3eb11e5-b0a8-43db-b6a9-783719453500,t,t,f,f,Henderson Health Department,700 Zeid Blvd,Henderson,TX,,32.1679233,-94.7783737,Public Health Department,903-655-6258,,"7:00 a.m. – 8:00 p.m., 7 days per week",t,t,f,,,,People can get tested for COVID‑19 at drive‑thru locations in certain parts of Texas. Locations may use different screening criteria to determine if you are able get tested. Please contact the drive‑thru provider to see what their testing criteria is. We will update the drive‑thru testing list as information becomes available,dph website,,,POINT (-94.7783737 32.1679233)
731c629d-db9a-41e0-923e-1bb351cf99ee,f,t,t,f,Talladega County Health Department,311 North Elm Avenue,Sylacauga,AL,,33.171820000000004,-86.25788,Public Health Department,256-249-3807,,,,,,,,,,provider website,,,POINT (-86.25788 33.17182)
c12b6efb-068b-4cab-a904-051ffc46d7e6,f,f,f,f,Florida State Health Department,1015 South 14th Street,Fernandina Beach,Florida,,30.656721,-81.45379790000001,Public Health Department,904-879-6606,,,f,t,f,,,,,provider website,,,POINT (-81.4537979 30.656721)
9eb36118-13ac-4623-93ae-da72da9aa35f,f,f,t,f,Pownal Health Officer,467 Center Street,Pownal,Vermont,,42.79565,-73.22395,Public Health Department,802-823-7757,,,,,,,,,,provider website,,,POINT (-73.22395 42.79565)
89f3d2c5-495b-4b28-9a97-207215b178f9,f,f,t,f,Jonesboro Health Department,228 Bond Street,Jonesboro,Louisiana,,32.23924,-92.68996,Public Health Department,318-259-6601,,,,,,,,,,provider website,,,POINT (-92.68996 32.23924)
e03d457e-2c86-4b24-bb0a-73f20d68b084,f,f,t,f,Bonner County Family and Community Health,1020 Michigan Street,Sandpoint,Idaho,,48.269397999999995,-116.56146000000001,Public Health Department,208-263-5159,http://www.phd1.idaho.gov/otherlinks/locations.cfm,,,,,,,,,provider website,,,POINT (-116.56146 48.269398)
6887953c-2d34-4db0-bab1-d586cf01cc42,f,t,f,f,Town of Sandwich Health Department,16 Jan Sebastian Drive,Sandwich,MA,,41.718185,-70.48436,Public Health Department,508-888-4200,http://www.sandwichmass.org/departmentdetail.asp?id=62,,,t,t,211,,https://www.mass.gov/doc/covid-19-pui-criteria/download,"BEGINNING Saturday, March 14, 2020, residents can call 2-1-1 to learn more about COVID-19 prevention, symptoms, treatment. Information about testing, and guidance for people planning or returning from travel. This service is available 24/7 in multiple languages.",provider website,,,POINT (-70.48436 41.718185)
e65d901f-82ee-41c3-9af4-6a6363e04598,f,f,t,f,North Haven Health Department,18 Church Street,North Haven,Connecticut,,41.387314,-72.86120600000001,Public Health Department,203-239-5321,,,,,,,,,,provider website,,,POINT (-72.861206 41.387314)
df0788dd-f817-42d7-809c-d814f37b7c93,f,f,t,f,Jefferson Davis Parish Health Unit,403 Baker Street,Jennings,Louisiana,,30.215321999999997,-92.66245,Public Health Department,337-824-2193,http://www.dhh.louisiana.gov/offices/page.asp?id=223&detail=5520,,,,,,,,,provider website,,,POINT (-92.66245 30.215322)
23a3815e-bd7c-4e1a-be6e-18850cc321a7,f,f,t,f,Rutherford Polk Mcdowell District Health Department,221 Callahan Koon Road,Spindale,North Carolina,,35.352043,-81.91107,Public Health Department,828-287-6488,http://www.rpmhd.org/,,,,,,,,,provider website,,,POINT (-81.91107 35.352043)
4df52486-e3c0-4424-b448-03bf69f95977,f,f,t,f,Three Rivers District Health Department,510 Main Street,Owenton,Kentucky,,38.52802,-84.83105,Public Health Department,502-484-3412,http://www.trdhd.com/,,,,,,,,,provider website,,,POINT (-84.83105 38.52802)
09ff881a-4425-423f-95ea-81142e3d4165,t,f,t,t,Madison Clinic at Harborview,"325 9th Ave., 2nd Floor",Seattle,WA,98104.0,47.60419,-122.32352,Clinic,206-520-5000,https://www.uwmedicine.org/locations/madison-harborview,,t,t,t,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,,,POINT (-122.32352 47.60419)
4acc03de-60e5-4819-af9a-81d0c5a34eaf,t,f,t,f,Park Avenue Medical Center,Park Avenue Medical Center,Trumbull,CT,6611.0,41.227366700000005,-73.2430537,Medical Center,833-275-9644,,Call ahead,f,t,t,833-275-9644,https://www.ynhhs.org/ondemand.aspx,https://www.ynhhs.org/patient-care/covid-19/covid-19-testing.aspx,"Reach out to your doctor or healthcare facility if you have an upcoming appointment for latest information on hours of operation and visitor restrictions. Many offices are now offering telemedicine services during this time. We want to make sure you receive the care you need, when you need it. If you think you have COVID-19 symptoms, call your doctor or healthcare facility before visiting",provider website,,,POINT (-73.2430537 41.2273667)
15e4f965-d905-4a02-9a41-2de157d45ae2,t,f,t,f,Progress West Healthcare Center,2 Progress Point Parkway,O'Fallon,MO,63368.0,38.715763,-90.69895129999999,Public Health Department,,https://wuphysicians.wustl.edu/locations,,f,t,f,,,,,dph website,,,POINT (-90.6989513 38.715763)
0d134814-9b0b-428b-b797-c99f6ffcfab7,f,t,t,f,Charleston City Health Department,108 Lee Street East,Charleston,West Virginia,,38.35647,-81.639496,Public Health Department,304-348-8152,,,f,t,t,,,https://www.doh.wa.gov/Emergencies/NovelCoronavirusOutbreak2020/TestingforCOVID19,https://www.doh.wa.gov/Emergencies/Coronavirus,provider website,,,POINT (-81.639496 38.35647)
38c13cca-c6df-4448-a53d-6bdba7c1867f,f,f,t,f,Chase County Health Department,301 Walnut Street,Cottonwood Falls,Kansas,,38.367124100000005,-96.5383223,Public Health Department,620-273-6377,,,,,,,,,,provider website,,,POINT (-96.5383223 38.3671241)
76af3130-75e0-4e6e-be58-9843aadd65b2,f,f,t,f,Douglas County Department of Health and Human Services,1316 North 14th Street,Superior,Wisconsin,,46.721940000000004,-92.0967,Public Health Department,715-395-1304,http://www.douglascountywi.org/countydepartments/humanservices/humanservices1.htm,,,,,,,,,provider website,,,POINT (-92.0967 46.72194)
3d0bfbbc-2759-4ba7-8076-dd1fe69fb231,t,t,t,t,Presidio Health Department,701 N BOMAR Ave,Presidio,TX,,29.562795399999995,-104.3707127,Hospital,432-229-3481,,,f,t,t,,,,,entity website,,,POINT (-104.3707127 29.5627954)
0d7815fd-b3ca-4055-a648-fcd25f27cf0f,f,f,t,f,Norfolk Public Health Department,830 Southampton Avenue,Norfolk,Virginia,,36.857929999999996,-76.30502,Public Health Department,757-683-2700,http://www.norfolk.gov/pub_health/,,,,,,,,,provider website,,,POINT (-76.30502 36.85793)
b788855e-f2b6-4f94-9fb3-c6d195a3c1db,t,f,t,t,Novant - Matthews,3330 Siskey Parkway,Matthews,NC,28105.0,35.0831355,-80.7282556,Health Center,877-966-8268,https://coronavirus.novanthealth.org/,"Monday – Friday, 10 a.m.-4 p.m. and Sundays, 1 p.m.-5 p.m.",f,,,,,,Blue Ridge Community College,https://wlos.com/news/local/local-covid-19-testing-sites-where-to-go-what-to-know,,,POINT (-80.7282556 35.0831355)
53cdc08a-bb59-44f4-aa29-73b2578d4cbd,t,t,f,f,Adams County Health Department,330 Vermont Street,Quincy,IL,,39.93452,-91.41114,Public Health Department,217-222-8440,http://www.co.adams.il.us/health/index.htm,,f,t,f,,,http://www.dph.illinois.gov/topics-services/diseases-and-conditions/diseases-a-z-list/coronavirus/health-care-providers/PUI-decision-matrix,"2019-nCoV Disclaimer: The contact information in this directory is for the ‘primary contact’ at each local health department and may not be the best point of contact for Novel Coronavirus (2019-nCoV) response activities. While you can still use this information, note that you will likely need to be redirected to a more appropriate contact person at the agency",entity website,,,POINT (-91.41114 39.93452)
9f8e3290-2a74-4342-af2a-74d7682910fd,t,t,t,t,Texas Health Department,15546 Farm to Market Road 777,Jasper,TX,,30.920234499999996,-94.06650040000001,Urgent Care,409-489-0506,,,f,t,t,,,,,entity website,,,POINT (-94.0665004 30.9202345)
10842251-7662-4f23-abbb-9efbdd7ce6ba,f,f,t,f,Harvey County Health Department,"Ste A, 316 Oak St",Newton,Kansas,,38.045364,-97.34306,Public Health Department,316-283-1637,,,,,,,,,,provider website,,,POINT (-97.34306 38.045364)
81eb5780-9852-456d-8f19-459431fa1e91,f,f,t,f,Deer Lodge Health Department,409 Missouri Avenue,Deer Lodge,Montana,,46.398876,-112.73338000000001,Public Health Department,406-846-3680,,,,,,,,,,provider website,,,POINT (-112.73338 46.398876)
ab0b657c-5483-4c2d-ae50-3e5d29a55830,f,f,t,f,Inez Health Department,MAIN St,Inez,Kentucky,,37.867005999999996,-82.5354521,Public Health Department,606-298-7752,,,,,,,,,,provider website,,,POINT (-82.5354521 37.867006)
ded9e268-aeac-406b-a237-682be254e7d7,f,f,t,f,Otero County Public Health Office,1207 East 8th Street,Alamogordo,New Mexico,,32.897858,-105.94743999999999,Public Health Department,575-437-9340,,,,,,,,,,provider website,,,POINT (-105.94744 32.897858)
53ba4fb8-6d56-4055-a082-99fcfed21ce8,t,f,t,t,McLaren Macomb Emergency Department,1000 Harrington St,Mt Clemens,MI,48043.0,42.5874572,-82.8965177,Medical Center,,https://www.mclaren.org/main/coronavirus-covid-19,By appointment,f,t,t,888-535-6136,https://www.midmichigan.org/conditions-treatments/coronavirus/,Via telehealth screening,,https://www.mlive.com/news/saginaw-bay-city/2020/03/midmichigan-health-sets-up-coronavirus-testing-tent-as-regions-hospitals-prepare.html,,,POINT (-82.8965177 42.5874572)
bf4e7ca2-edc5-4a43-9fd2-c91ed35aaf2a,f,f,t,f,Brown County Health Department,402 South Main Street,Aberdeen,South Dakota,,45.461000000000006,-98.488045,Public Health Department,605-626-2649,,,,,,,,,,provider website,,,POINT (-98.488045 45.461)
7e4b2ed9-3b9c-42e7-8df3-682fe778f477,f,t,f,f,Southborough Board of Health,9 Cordaville Road,Southborough,MA,,42.304546,-71.52892,Public Health Department,508-481-3013,http://www.southboroughtown.com/health/health.htm,,,t,t,211,,https://www.mass.gov/doc/covid-19-pui-criteria/download,"BEGINNING Saturday, March 14, 2020, residents can call 2-1-1 to learn more about COVID-19 prevention, symptoms, treatment. Information about testing, and guidance for people planning or returning from travel. This service is available 24/7 in multiple languages.",provider website,,,POINT (-71.52892 42.304546)
e2c963b7-5c56-4997-9b93-259f8add6602,f,t,f,f,Lewistown City Health Department,505 West Main Street,Lewistown,Montana,,47.063976000000004,-109.42813999999998,Public Health Department,406-538-7466,,,f,t,f,,,,,provider website,,,POINT (-109.42814 47.063976)
115afccb-1c77-450b-bbc5-a120f498054c,t,f,t,t,Hackensack Meridian Urgent Care-Freehold,315 W. Main Street,Freehold,NJ,7728.0,40.2449396,-74.2982089,Public Health Department,732-414-6850,https://www.hackensackmeridianhealth.org/,7a-11p,f,t,t,,,,We encourage you to read through the FAQ section of the following site: https://covid19.nj.gov/faqs/nj-information/testing-information/where-are-testing-centers-in-new-jersey,dph website,,,POINT (-74.2982089 40.2449396)
f15d7486-0248-4c49-b523-749f7ce41b91,t,f,t,t,Bayshore Medical Center,727 North Beers St.,Holmdel,NJ,7733.0,40.4045573,-74.193627,Public Health Department,732-739-5900,http://www.bayshorehospital.org/,7a-11p,f,t,t,,,,We encourage you to read through the FAQ section of the following site: https://covid19.nj.gov/faqs/nj-information/testing-information/where-are-testing-centers-in-new-jersey,dph website,,,POINT (-74.193627 40.4045573)
c30d32a2-ae1c-40c5-a0bc-b9c4f8b23715,f,f,t,f,Council Bluffs Health Department,209 Pearl Street,Council Bluffs,Iowa,,41.259116999999996,-95.85084,Public Health Department,712-328-4666,http://www.health.councilbluffs-ia.gov/home.asp,,,,,,,,,provider website,,,POINT (-95.85084 41.259117)
1eeb5229-ee50-4a66-b575-1511be2c3eb9,t,f,t,f,Georgia State Health Department,103 N Washington Ave,Eatonton,GA,,33.325672,-83.39115,Public Health Department,706-485-8591,https://dph.georgia.gov/,,t,t,f,,,,,provider website,,,POINT (-83.39115 33.325672)
3a115900-0d9f-4920-b2da-eb3cbe9efaa9,f,f,t,f,Alamance County Health Department,405 Rudd Street,Burlington,North Carolina,,36.099909999999994,-79.40272,Public Health Department,336-570-6367,,,,,,,,,,provider website,,,POINT (-79.40272 36.09991)
dfb451ef-a6f5-4dc2-9331-b151bbc71072,f,f,t,f,Pennsylvania Department of Health,104 Margaret Street,New Castle,Pennsylvania,,40.9948,-80.348,Public Health Department,724-656-3088,,,,,,,,,,provider website,,,POINT (-80.348 40.9948)
0d728ce4-8e26-4bbd-aa8a-154f212553ea,f,f,t,f,Southwest Utah Public Health Department,620 South 400 East,St. George,Utah,,37.09765,-113.57485,Public Health Department,435-673-3528,http://www.swuhealth.org/index.html,,,,,,,,,provider website,,,POINT (-113.57485 37.09765)
bbe4001b-731e-4277-80f9-20a815c8001c,f,f,t,f,Chowan County Health Department,100 West Freemason Street,Edenton,North Carolina,,36.06539,-76.608376,Public Health Department,252-482-6003,,,,,,,,,,provider website,,,POINT (-76.608376 36.06539)
f1151ad8-1d98-4be7-af5a-1fe0aa812c27,f,t,t,f,Phelps / Maries County Health Department,200 North Main Street,Rolla,MO,,37.945409999999995,-91.773605,Public Health Department,573-458-6010,http://phelpscountyhealth.com/,,t,t,f,,,,,dph website,,,POINT (-91.773605 37.94541)
c7fdafd4-c90c-4de2-aa18-f8d5213e9268,f,f,f,f,Alabama State Health Department,2448 Military Street South,Hamilton,AL,,34.116013,-87.989494,Public Health Department,205-921-3118,,,f,t,f,,,,,provider website,,,POINT (-87.989494 34.116013)
3b54def3-510a-4b0e-9614-12d4b08ac220,t,f,t,t,Primary & Specialty Care Center at South Lake Union,"750 Republican Street, Building F",Seattle,WA,98109.0,47.623226,-122.3417,Clinic,206-485-9000,https://www.uwmedicine.org/locations/south-lake-union,,t,t,t,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,,,POINT (-122.3417 47.623226)
a81b08bd-584f-42fa-b12b-2032663729b8,t,f,t,t,Grant Creek Family Medicine,3075 N Reserve St Suite Q,Missoula,MT,59808.0,46.89360929,-114.041132,Medical Center,,,9am-5pm,f,t,t,,https://www.cspire.com/cms/wireless/cspire-health/?gclid=EAIaIQobChMIwIWJveCp6AIVAW6GCh2J-g1tEAAYASAAEgLlYPD_BwE&ef_id=EAIaIQobChMIwIWJveCp6AIVAW6GCh2J-g1tEAAYASAAEgLlYPD_BwE:G:s&s_kwcid=AL!10892!3!383731862359!e!!g!!c%20spire%20health%20app,Symptomatic patients who have been triaged via the app or phone call.,,https://www.clarionledger.com/story/news/2020/03/21/coronavirus-latest-update-what-know-saturday-jackson-mississippi/2890666001/,,,POINT (-114.041132 46.89360929)
d207382c-ad27-46cf-9b99-fb7088249864,f,f,t,f,Newfane Health Officer,555 Vermont 30,Newfane,Vermont,,42.9838751,-72.6561602,Public Health Department,802-365-7772,,,,,,,,,,provider website,,,POINT (-72.6561602 42.9838751)
5c21c4fd-b3f7-43d7-9984-776e7d0e4a6d,f,f,t,f,Mid Ohio Valley Health Department,200 East Main Street,Spencer,West Virginia,,38.796944,-81.34034,Public Health Department,304-927-4977,,,,,,,,,,provider website,,,POINT (-81.34034 38.796944)
0749b410-52a7-4c55-8bd8-27cf5328ce14,f,f,t,f,Webster Parish Public Health Extension,1200 Homer Road,Minden,Louisiana,,32.624634,-93.25347,Public Health Department,318-371-3030,,,,,,,,,,provider website,,,POINT (-93.25347 32.624634)
6dce94b1-ffcc-4043-9f36-df0d5797c142,t,t,t,t,Rockaway Township Health Department,65 Mount Hope Road,Rockaway,NJ,,40.912614000000005,-74.5299412,Public Health Department,973-983-2851,http://www.rockawaytownship.org/health.html,7a-11p,f,t,t,,,FALSE,We encourage you to read through the FAQ section of the following site: https://covid19.nj.gov/faqs/nj-information/testing-information/where-are-testing-centers-in-new-jersey,dph website,,,POINT (-74.5299412 40.912614)
c85c1f2e-0ddd-4786-b9bd-fd29b15f7b27,t,f,f,f,Baylor St. Luke's Emergency Center - Pearland,11713 Shadow Creek Parkway,Pearland,TX,77584.0,29.5799462,-95.4008465,Public Health Department,713-793-4600,https://www.chistlukeshealth.org/locations/baylor-st-lukes-emergency-center-pearland,"7:00 a.m. – 8:00 p.m., 7 days per week",t,t,f,,,,People can get tested for COVID‑19 at drive‑thru locations in certain parts of Texas. Locations may use different screening criteria to determine if you are able get tested. Please contact the drive‑thru provider to see what their testing criteria is. We will update the drive‑thru testing list as information becomes available,dph website,,,POINT (-95.4008465 29.5799462)
41934c19-e185-4d17-a7b3-5d803a602ff6,t,t,t,t,Township of Parsippany-Troy Hills Health Department,1130 Knoll Road,Boonton,NJ,,40.891304,-74.37871,Public Health Department,973-263-7160,,7a-11p,f,t,t,,,,We encourage you to read through the FAQ section of the following site: https://covid19.nj.gov/faqs/nj-information/testing-information/where-are-testing-centers-in-new-jersey,dph website,,,POINT (-74.37871 40.891304)
7331fb62-b1c6-4b05-8a00-9d7ff69ecba0,t,f,t,f,Urgent Care in Federal Way,32018 23rd Ave. S,Federal Way,WA,98003.0,47.314147999999996,-122.303665,Public Health Department,253-839-3030,https://www.uwmedicine.org/locations/urgent-care-federal-way,,f,t,t,,,https://www.doh.wa.gov/Emergencies/NovelCoronavirusOutbreak2020/TestingforCOVID19,https://www.doh.wa.gov/Emergencies/Coronavirus,provider website,,,POINT (-122.303665 47.314148)
1c2ec744-858e-42d2-ad93-4d2e30c26eda,t,f,t,t,Gustavus Clinic,42 Dolley Varden Road,Gustavus,AK,99826.0,58.4179196,-135.74621499999998,Clinic,907-697-3008,https://searhc.org/location/gustavus-clinic/,,f,t,t,907-966-8799,,https://covid19.searhc.org/,"For questions, please call 966.8799 (7 am - 4 pm). After hours, call the Nurse Advice Line at 1.800.613.0560",provider website,,,POINT (-135.746215 58.4179196)
662fb517-5707-4c55-acd4-140698b13f09,f,f,t,f,Libby Health Department,"Ste D, 933 Farm To Market Rd",Libby,Montana,,48.33531,-115.51596,Public Health Department,406-293-3791,,,,,,,,,,provider website,,,POINT (-115.51596 48.33531)
aa31b0e0-7234-4f2a-8125-94fe31aee04f,f,t,f,f,Raynham Health Department,558 South Main Street,Raynham,MA,,41.91836,-71.05679,Public Health Department,508-824-2766,http://www.town.raynham.ma.us/public_documents/raynhamma_health/index,,,t,t,211,,https://www.mass.gov/doc/covid-19-pui-criteria/download,"BEGINNING Saturday, March 14, 2020, residents can call 2-1-1 to learn more about COVID-19 prevention, symptoms, treatment. Information about testing, and guidance for people planning or returning from travel. This service is available 24/7 in multiple languages.",provider website,,,POINT (-71.05679 41.91836)
9c98398d-aebf-42c1-bc14-0028bee6b0d1,t,f,t,t,AdventHealth Centra Care Port Orange,1208 Dunlawton Avenue,Port Orange,FL,32127.0,29.123151500000002,-81.0112345,Urgent Care,386-304-7320,https://centracare.adventhealth.com/urgent-care/port-orange,Sunday: 8 am to 5 pm;Monday: 8 am to 8 pm;Tuesday: 8 am to 8 pm;Wednesday: 8 am to 8 pm;Thursday: 8 am to 8 pm;Friday: 8 am to 8 pm;Saturday: 8 am to 5 pm,t,t,t,386-304-7320,https://www.adventhealth.com/schedule-urgent-care?location=1208%2BDunlawton%2BAvenue%252C%2BPort%2BOrange%252C%2BFL%252C%2B32127,,Formerly known as Florida Hospital Centra Care,provider website,,,POINT (-81.0112345 29.1231515)
